,id,total_pop,total_pop_one_race,pop_white,pop_african_american,pop_native,pop_asian,pop_islander,pop_other,total_pop_two_races,County_x,State_x,State_y,County_y,2016_total_votes,Obama,Romney,2012_total_votes,2010_land_area,Density,central_outlying,Target,state,county,poverty_total,poverty_under_18,median_household_income
0,0500000US01001,58805.0,55648.0,42160.0,11445.0,217.0,881.0,35.0,910.0,3157.0,Autauga County, Alabama,Alabama,Autauga County,24661.0,6354.0,17366.0,23909.0,594,93.0,Central,Trump,Alabama,Autauga County,6459.0,2530.0,53049.0
1,0500000US01003,231767.0,216743.0,189399.0,18217.0,1582.0,2067.0,143.0,5335.0,15024.0,Baldwin County, Alabama,Alabama,Baldwin County,94090.0,18329.0,65772.0,84988.0,1590,128.0,Central,Trump,Alabama,Baldwin County,24056.0,8357.0,47618.0
2,0500000US01005,25223.0,24523.0,11317.0,11933.0,116.0,117.0,1.0,1039.0,700.0,Barbour County, Alabama,Alabama,Barbour County,10390.0,5873.0,5539.0,11459.0,885,30.0,Central,Trump,Alabama,Barbour County,6098.0,2145.0,33074.0
3,0500000US01007,22293.0,21534.0,16555.0,4413.0,60.0,32.0,9.0,465.0,759.0,Bibb County, Alabama,Alabama,Bibb County,8748.0,2200.0,6131.0,8391.0,623,36.0,Outlying,Trump,Alabama,Bibb County,4316.0,1448.0,35472.0
4,0500000US01009,59134.0,55478.0,50663.0,845.0,337.0,178.0,24.0,3431.0,3656.0,Blount County, Alabama,Alabama,Blount County,25384.0,2961.0,20741.0,23980.0,645,89.0,Outlying,Trump,Alabama,Blount County,9358.0,3356.0,42906.0
5,0500000US01011,10357.0,10109.0,2320.0,7396.0,72.0,9.0,10.0,302.0,248.0,Bullock County, Alabama,Alabama,Bullock County,4701.0,4058.0,1250.0,5318.0,623,17.0,Rural,Clinton,Alabama,Bullock County,2866.0,958.0,25969.0
6,0500000US01013,19051.0,18464.0,9752.0,8430.0,29.0,143.0,5.0,105.0,587.0,Butler County, Alabama,Alabama,Butler County,8685.0,4367.0,5081.0,9483.0,777,26.0,Rural,Trump,Alabama,Butler County,5791.0,1971.0,29500.0
7,0500000US01015,116441.0,110412.0,80586.0,25559.0,487.0,1190.0,119.0,2471.0,6029.0,Calhoun County, Alabama,Alabama,Calhoun County,47376.0,15500.0,30272.0,46240.0,606,191.0,Central,Trump,Alabama,Calhoun County,27152.0,8373.0,37916.0
8,0500000US01017,34772.0,33562.0,18850.0,13512.0,106.0,401.0,13.0,680.0,1210.0,Chambers County, Alabama,Alabama,Chambers County,13778.0,6853.0,7596.0,14562.0,597,57.0,Central,Trump,Alabama,Chambers County,9618.0,3290.0,30061.0
9,0500000US01019,24971.0,24051.0,22707.0,987.0,109.0,56.0,1.0,191.0,920.0,Cherokee County, Alabama,Alabama,Cherokee County,10503.0,2126.0,7494.0,9761.0,554,47.0,Rural,Trump,Alabama,Cherokee County,5434.0,1816.0,34410.0
10,0500000US01021,45014.0,43011.0,35527.0,4067.0,338.0,181.0,6.0,2892.0,2003.0,Chilton County, Alabama,Alabama,Chilton County,18255.0,3391.0,13910.0,17434.0,693,63.0,Outlying,Trump,Alabama,Chilton County,8813.0,3447.0,38553.0
11,0500000US01023,12665.0,12405.0,7074.0,5232.0,30.0,22.0,0.0,47.0,260.0,Choctaw County, Alabama,Alabama,Choctaw County,7268.0,3785.0,4150.0,7965.0,914,14.0,Rural,Trump,Alabama,Choctaw County,2826.0,922.0,32003.0
12,0500000US01025,23087.0,22535.0,12029.0,10255.0,74.0,94.0,1.0,82.0,552.0,Clarke County, Alabama,Alabama,Clarke County,12936.0,6317.0,7463.0,13827.0,1238,20.0,Rural,Trump,Alabama,Clarke County,6332.0,2110.0,33739.0
13,0500000US01027,14236.0,13641.0,11375.0,1963.0,56.0,48.0,4.0,195.0,595.0,Clay County, Alabama,Alabama,Clay County,6572.0,1770.0,4802.0,6640.0,604,22.0,Rural,Trump,Alabama,Clay County,2802.0,918.0,33035.0
14,0500000US01029,15056.0,14490.0,13819.0,466.0,53.0,21.0,2.0,129.0,566.0,Cleburne County, Alabama,Alabama,Cleburne County,6532.0,971.0,5269.0,6302.0,560,27.0,Rural,Trump,Alabama,Cleburne County,2621.0,932.0,37566.0
15,0500000US01031,53465.0,49358.0,37080.0,8760.0,640.0,909.0,61.0,1908.0,4107.0,Coffee County, Alabama,Alabama,Coffee County,20513.0,4899.0,14638.0,19715.0,679,75.0,Central,Trump,Alabama,Coffee County,9939.0,3588.0,40779.0
16,0500000US01033,57227.0,54530.0,43631.0,9286.0,270.0,432.0,9.0,902.0,2697.0,Colbert County, Alabama,Alabama,Colbert County,24626.0,9160.0,13931.0,23374.0,593,92.0,Central,Trump,Alabama,Colbert County,10329.0,3812.0,37455.0
17,0500000US01035,11597.0,11228.0,5912.0,5104.0,72.0,40.0,1.0,99.0,369.0,Conecuh County, Alabama,Alabama,Conecuh County,6543.0,3551.0,3434.0,7013.0,850,15.0,Rural,Trump,Alabama,Conecuh County,3378.0,1229.0,27855.0
18,0500000US01037,10387.0,10033.0,6824.0,3008.0,31.0,8.0,0.0,162.0,354.0,Coosa County, Alabama,Alabama,Coosa County,5223.0,2188.0,3028.0,5243.0,651,16.0,Outlying,Trump,Alabama,Coosa County,2125.0,687.0,33721.0
19,0500000US01039,37570.0,36128.0,30877.0,4607.0,147.0,240.0,0.0,257.0,1442.0,Covington County, Alabama,Alabama,Covington County,15818.0,3155.0,12148.0,15415.0,1030,37.0,Rural,Trump,Alabama,Covington County,7769.0,2532.0,33484.0
20,0500000US01041,13194.0,12715.0,9388.0,3103.0,62.0,83.0,2.0,77.0,479.0,Crenshaw County, Alabama,Alabama,Crenshaw County,6252.0,2048.0,4326.0,6411.0,609,23.0,Rural,Trump,Alabama,Crenshaw County,2783.0,983.0,35577.0
21,0500000US01043,87866.0,83209.0,79142.0,937.0,408.0,522.0,64.0,2136.0,4657.0,Cullman County, Alabama,Alabama,Cullman County,37278.0,4855.0,27930.0,33178.0,735,112.0,Central,Trump,Alabama,Cullman County,15242.0,4899.0,37948.0
22,0500000US01045,49326.0,45906.0,33429.0,10241.0,270.0,671.0,52.0,1243.0,3420.0,Dale County, Alabama,Alabama,Dale County,18617.0,5283.0,13105.0,18551.0,561,88.0,Central,Trump,Alabama,Dale County,8795.0,3152.0,41287.0
23,0500000US01047,38462.0,37656.0,10409.0,26899.0,65.0,146.0,17.0,120.0,806.0,Dallas County, Alabama,Alabama,Dallas County,18730.0,14599.0,6284.0,20936.0,979,42.0,Central,Clinton,Alabama,Dallas County,15391.0,6441.0,26195.0
24,0500000US01049,71608.0,66904.0,56420.0,1046.0,1992.0,253.0,22.0,7171.0,4704.0,DeKalb County, Alabama,Alabama,DeKalb County,26086.0,5235.0,18316.0,23842.0,777,92.0,Central,Trump,Alabama,DeKalb County,14586.0,5698.0,34822.0
25,0500000US01051,87977.0,83736.0,63139.0,18211.0,337.0,674.0,32.0,1343.0,4241.0,Elmore County, Alabama,Alabama,Elmore County,36905.0,8940.0,26223.0,35440.0,618,132.0,Central,Trump,Alabama,Elmore County,9276.0,3409.0,51013.0
26,0500000US01053,36757.0,35146.0,22202.0,10991.0,1539.0,114.0,22.0,278.0,1611.0,Escambia County, Alabama,Alabama,Escambia County,15213.0,5476.0,9263.0,14832.0,945,40.0,Central,Trump,Alabama,Escambia County,9135.0,3029.0,31365.0
27,0500000US01055,103436.0,98179.0,78584.0,15146.0,739.0,927.0,54.0,2729.0,5257.0,Etowah County, Alabama,Alabama,Etowah County,43474.0,12792.0,29102.0,42490.0,535,193.0,Central,Trump,Alabama,Etowah County,19457.0,6777.0,36088.0
28,0500000US01057,16321.0,15675.0,13666.0,1736.0,72.0,51.0,6.0,144.0,646.0,Fayette County, Alabama,Alabama,Fayette County,8196.0,1803.0,6034.0,7912.0,628,27.0,Rural,Trump,Alabama,Fayette County,4635.0,1360.0,32643.0
29,0500000US01059,32113.0,30521.0,24333.0,1166.0,651.0,68.0,10.0,4293.0,1592.0,Franklin County, Alabama,Alabama,Franklin County,11955.0,3171.0,7567.0,10859.0,634,50.0,Rural,Trump,Alabama,Franklin County,6787.0,2644.0,33649.0
30,0500000US01061,26659.0,25140.0,22078.0,2241.0,182.0,89.0,7.0,543.0,1519.0,Geneva County, Alabama,Alabama,Geneva County,11659.0,2039.0,9173.0,11318.0,574,47.0,Outlying,Trump,Alabama,Geneva County,5380.0,1867.0,34418.0
31,0500000US01063,7730.0,7592.0,1301.0,6246.0,5.0,7.0,0.0,33.0,138.0,Greene County, Alabama,Alabama,Greene County,4862.0,4514.0,799.0,5328.0,647,13.0,Rural,Clinton,Alabama,Greene County,2771.0,884.0,27117.0
32,0500000US01065,14785.0,14481.0,5999.0,8337.0,39.0,25.0,15.0,66.0,304.0,Hale County, Alabama,Alabama,Hale County,8010.0,5401.0,3205.0,8628.0,644,23.0,Outlying,Clinton,Alabama,Hale County,3806.0,1382.0,31790.0
33,0500000US01067,17146.0,16464.0,11888.0,4248.0,50.0,73.0,4.0,201.0,682.0,Henry County, Alabama,Alabama,Henry County,8017.0,3046.0,5605.0,8700.0,562,31.0,Outlying,Trump,Alabama,Henry County,3091.0,1107.0,37851.0
34,0500000US01069,107202.0,101611.0,69265.0,28408.0,496.0,1282.0,63.0,2097.0,5591.0,Houston County, Alabama,Alabama,Houston County,42030.0,12348.0,29214.0,41843.0,580,180.0,Central,Trump,Alabama,Houston County,18014.0,6874.0,39290.0
35,0500000US01071,52579.0,49025.0,45480.0,1636.0,770.0,214.0,4.0,921.0,3554.0,Jackson County, Alabama,Alabama,Jackson County,20785.0,5817.0,14422.0,20555.0,1078,49.0,Central,Trump,Alabama,Jackson County,10429.0,3346.0,36158.0
36,0500000US01073,674721.0,645772.0,329590.0,281326.0,2321.0,13109.0,352.0,19074.0,28949.0,Jefferson County, Alabama,Alabama,Jefferson County,290111.0,159658.0,141413.0,303424.0,1111,594.0,Central,Clinton,Alabama,Jefferson County,119809.0,42130.0,41740.0
37,0500000US01075,13972.0,13530.0,11962.0,1425.0,35.0,6.0,6.0,96.0,442.0,Lamar County, Alabama,Alabama,Lamar County,6931.0,1643.0,5453.0,7159.0,605,23.0,Rural,Trump,Alabama,Lamar County,3068.0,998.0,32993.0
38,0500000US01077,93564.0,89106.0,77141.0,9243.0,368.0,770.0,32.0,1552.0,4458.0,Lauderdale County, Alabama,Alabama,Lauderdale County,38813.0,12504.0,23902.0,36908.0,668,139.0,Central,Trump,Alabama,Lauderdale County,15992.0,5077.0,39213.0
39,0500000US01079,33073.0,30199.0,24915.0,3304.0,1447.0,87.0,8.0,438.0,2874.0,Lawrence County, Alabama,Alabama,Lawrence County,14623.0,5055.0,8855.0,14079.0,691,48.0,Outlying,Trump,Alabama,Lawrence County,6166.0,1887.0,37365.0
40,0500000US01081,174241.0,165025.0,111651.0,39570.0,720.0,8572.0,120.0,4392.0,9216.0,Lee County, Alabama,Alabama,Lee County,57668.0,21274.0,32062.0,54115.0,608,258.0,Central,Trump,Alabama,Lee County,28964.0,6455.0,40102.0
41,0500000US01083,103570.0,96885.0,77064.0,13307.0,708.0,1869.0,75.0,3862.0,6685.0,Limestone County, Alabama,Alabama,Limestone County,39400.0,9809.0,25263.0,35406.0,560,164.0,Outlying,Trump,Alabama,Limestone County,11284.0,3840.0,49667.0
42,0500000US01085,10311.0,10086.0,2818.0,7192.0,17.0,15.0,5.0,39.0,225.0,Lowndes County, Alabama,Alabama,Lowndes County,6676.0,5747.0,1754.0,7519.0,716,15.0,Outlying,Clinton,Alabama,Lowndes County,3419.0,1242.0,28754.0
43,0500000US01087,19532.0,19032.0,3252.0,15441.0,48.0,74.0,4.0,213.0,500.0,Macon County, Alabama,Alabama,Macon County,8748.0,9045.0,1322.0,10385.0,609,31.0,Rural,Clinton,Alabama,Macon County,6160.0,2034.0,27041.0
44,0500000US01089,388153.0,358764.0,242510.0,92066.0,2978.0,10292.0,482.0,10436.0,29389.0,Madison County, Alabama,Alabama,Madison County,159473.0,61802.0,90679.0,154632.0,802,440.0,Central,Trump,Alabama,Madison County,41676.0,14164.0,54633.0
45,0500000US01091,19323.0,18900.0,8428.0,10188.0,9.0,54.0,3.0,218.0,423.0,Marengo County, Alabama,Alabama,Marengo County,10948.0,6154.0,5321.0,11509.0,977,21.0,Rural,Clinton,Alabama,Marengo County,4883.0,1672.0,33085.0
46,0500000US01093,29341.0,28028.0,26312.0,1106.0,106.0,75.0,14.0,415.0,1313.0,Marion County, Alabama,Alabama,Marion County,12912.0,2249.0,9696.0,12104.0,742,41.0,Rural,Trump,Alabama,Marion County,6240.0,2041.0,32080.0
47,0500000US01095,97612.0,91078.0,76926.0,2428.0,1398.0,602.0,137.0,9587.0,6534.0,Marshall County, Alabama,Alabama,Marshall County,34965.0,6271.0,25785.0,32455.0,566,167.0,Central,Trump,Alabama,Marshall County,17797.0,7063.0,38859.0
48,0500000US01097,414809.0,394678.0,229550.0,146254.0,4057.0,8585.0,234.0,5998.0,20131.0,Mobile County, Alabama,Alabama,Mobile County,163387.0,78417.0,94566.0,174189.0,1229,338.0,Central,Trump,Alabama,Mobile County,83457.0,29496.0,39753.0
49,0500000US01099,19772.0,19149.0,10391.0,8299.0,289.0,88.0,3.0,79.0,623.0,Monroe County, Alabama,Alabama,Monroe County,10185.0,4897.0,5730.0,10680.0,1026,21.0,Rural,Trump,Alabama,Monroe County,6443.0,2867.0,31744.0
50,0500000US01101,228954.0,220759.0,75074.0,130467.0,795.0,7995.0,146.0,6282.0,8195.0,Montgomery County, Alabama,Alabama,Montgomery County,94572.0,62993.0,38283.0,101781.0,784,289.0,Central,Clinton,Alabama,Montgomery County,46972.0,17798.0,41556.0
51,0500000US01103,123421.0,115182.0,89869.0,15453.0,951.0,850.0,85.0,7974.0,8239.0,Morgan County, Alabama,Alabama,Morgan County,49991.0,13401.0,35309.0,49198.0,579,206.0,Central,Trump,Alabama,Morgan County,16562.0,6037.0,44859.0
52,0500000US01105,8511.0,8335.0,2359.0,5936.0,16.0,10.0,3.0,11.0,176.0,Perry County, Alabama,Alabama,Perry County,5255.0,4536.0,1504.0,6065.0,720,13.0,Rural,Clinton,Alabama,Perry County,3874.0,1364.0,24742.0
53,0500000US01107,19123.0,18623.0,10739.0,7489.0,27.0,78.0,0.0,290.0,500.0,Pickens County, Alabama,Alabama,Pickens County,9494.0,4448.0,5119.0,9599.0,881,24.0,Outlying,Trump,Alabama,Pickens County,4723.0,1615.0,31032.0
54,0500000US01109,33009.0,31653.0,18275.0,12138.0,192.0,588.0,21.0,439.0,1356.0,Pike County, Alabama,Alabama,Pike County,13025.0,6009.0,7939.0,14057.0,672,49.0,Central,Trump,Alabama,Pike County,9304.0,2488.0,32771.0
55,0500000US01111,21967.0,21123.0,16772.0,3815.0,76.0,87.0,3.0,370.0,844.0,Randolph County, Alabama,Alabama,Randolph County,10130.0,3076.0,7219.0,10391.0,581,39.0,Rural,Trump,Alabama,Randolph County,5559.0,1971.0,32584.0
56,0500000US01113,59183.0,55776.0,27532.0,26243.0,228.0,420.0,140.0,1213.0,3407.0,Russell County, Alabama,Alabama,Russell County,19136.0,10495.0,8276.0,18871.0,641,93.0,Central,Clinton,Alabama,Russell County,12654.0,4783.0,32733.0
57,0500000US01117,223024.0,209440.0,165206.0,28939.0,1128.0,5152.0,108.0,8907.0,13584.0,Shelby County, Alabama,Alabama,Shelby County,99208.0,19944.0,71243.0,92204.0,785,266.0,Central,Trump,Alabama,Shelby County,18948.0,6538.0,67135.0
58,0500000US01115,91103.0,86452.0,75728.0,8652.0,324.0,663.0,21.0,1064.0,4651.0,St Clair County, Alabama,Alabama,St Clair County,37937.0,5790.0,29001.0,35105.0,632,138.0,Outlying,Trump,Alabama,St Clair County,10578.0,3874.0,48296.0
59,0500000US01119,12345.0,12131.0,2974.0,8997.0,26.0,102.0,5.0,27.0,214.0,Sumter County, Alabama,Alabama,Sumter County,6391.0,5420.0,1585.0,7025.0,904,14.0,Rural,Clinton,Alabama,Sumter County,4080.0,1295.0,25586.0
60,0500000US01121,82149.0,79241.0,51214.0,26439.0,209.0,395.0,27.0,957.0,2908.0,Talladega County, Alabama,Alabama,Talladega County,33218.0,13878.0,19217.0,33317.0,737,110.0,Central,Trump,Alabama,Talladega County,17912.0,6290.0,35646.0
61,0500000US01123,41311.0,39912.0,28477.0,10409.0,127.0,222.0,0.0,677.0,1399.0,Tallapoosa County, Alabama,Alabama,Tallapoosa County,18504.0,6252.0,12303.0,18668.0,717,57.0,Central,Trump,Alabama,Tallapoosa County,7502.0,2679.0,34440.0
62,0500000US01125,227036.0,216301.0,136582.0,69088.0,963.0,3253.0,104.0,6311.0,10735.0,Tuscaloosa County, Alabama,Alabama,Tuscaloosa County,81708.0,32003.0,45703.0,78495.0,1322,154.0,Central,Trump,Alabama,Tuscaloosa County,33258.0,9650.0,43098.0
63,0500000US01127,65342.0,62612.0,57012.0,3929.0,321.0,297.0,6.0,1047.0,2730.0,Walker County, Alabama,Alabama,Walker County,29243.0,6551.0,21633.0,28497.0,791,83.0,Outlying,Trump,Alabama,Walker County,15288.0,5116.0,36044.0
64,0500000US01129,15388.0,14816.0,10309.0,3318.0,1114.0,14.0,7.0,54.0,572.0,Washington County, Alabama,Alabama,Washington County,8492.0,2971.0,5749.0,8761.0,1080,16.0,Rural,Trump,Alabama,Washington County,3406.0,1264.0,37639.0
65,0500000US01131,10600.0,10422.0,2880.0,7483.0,11.0,7.0,6.0,35.0,178.0,Wilcox County, Alabama,Alabama,Wilcox County,6095.0,4867.0,1676.0,6547.0,889,12.0,Rural,Clinton,Alabama,Wilcox County,4547.0,1630.0,21611.0
66,0500000US01133,23540.0,22473.0,21760.0,141.0,113.0,61.0,9.0,389.0,1067.0,Winston County, Alabama,Alabama,Winston County,10255.0,1286.0,8310.0,9712.0,613,39.0,Rural,Trump,Alabama,Winston County,4894.0,1659.0,32574.0
67,0500000US02013,3420.0,3212.0,684.0,297.0,802.0,771.0,32.0,626.0,208.0,Aleutians East Borough, Alaska,Alaska,Aleutians East,529.2938509,234.1205297,292.3956838,549.3755767,6982,0.49,Rural,Trump,Alaska,Aleutians East Borough,527.0,61.0,47077.0
68,0500000US02016,5232.0,4858.0,1667.0,259.0,728.0,1513.0,239.0,452.0,374.0,Aleutians West Census Area, Alaska,Alaska,Aleutians West,1213.502975,777.4285038,426.5733425,1238.761919,4390,1.19,Rural,Trump,Alaska,Aleutians West Census Area,482.0,86.0,58517.0
69,0500000US02020,291247.0,250445.0,164446.0,14576.0,23661.0,27646.0,10001.0,10115.0,40802.0,Anchorage Municipality, Alaska,Alaska,Anchorage,130040.3299,54042.76021,66387.08467,125169.1333,1705,170.62,Central,Trump,Alaska,Anchorage Borough,27351.0,9009.0,70524.0
70,0500000US02050,18666.0,17650.0,1665.0,85.0,15632.0,202.0,2.0,64.0,1016.0,Bethel Census Area, Alaska,Alaska,Bethel,4892.23282,3425.62148,1151.530057,4810.611592,40570,0.46,Rural,Trump,Alaska,Bethel Census Area,3794.0,1842.0,45481.0
71,0500000US02060,844.0,701.0,370.0,6.0,305.0,5.0,3.0,12.0,143.0,Bristol Bay Borough, Alaska,Alaska,Bristol Bay,453.2706149,147.1474019,251.5416384,425.8455264,504,1.75,Rural,Trump,Alaska,Bristol Bay Borough,86.0,21.0,62912.0
72,0500000US02068,1619.0,1480.0,1382.0,11.0,61.0,13.0,5.0,8.0,139.0,Denali Borough, Alaska,Alaska,Denali,1105.604027,406.7180922,473.8836066,922.7855441,12751,0.13,Rural,Trump,Alaska,Denali Borough,102.0,28.0,61004.0
73,0500000US02070,4857.0,4361.0,799.0,25.0,3453.0,48.0,9.0,27.0,496.0,Dillingham Census Area, Alaska,Alaska,Dillingham,1883.368093,967.8965642,590.9721078,1639.278557,18569,0.26,Rural,Trump,Alaska,Dillingham Census Area,995.0,458.0,46845.0
74,0500000US02090,95655.0,83485.0,65971.0,4014.0,7555.0,3104.0,604.0,2237.0,12170.0,Fairbanks North Star Borough, Alaska,Alaska,Fairbanks North Star,40876.37584,14710.45969,23755.54849,40539.23828,7338,13.04,Central,Trump,Alaska,Fairbanks North Star Borough,8804.0,3087.0,60472.0
75,0500000US02100,2080.0,1838.0,1589.0,2.0,214.0,14.0,2.0,17.0,242.0,Haines Borough, Alaska,Alaska,Haines,1637.431772,594.9659062,625.5410845,1310.479513,2319,0.89,Rural,Trump,Alaska,Haines Borough,304.0,97.0,46111.0
76,0500000US02105,2365.0,2081.0,1147.0,6.0,878.0,16.0,5.0,29.0,284.0,HoonahAngoon Census Area, Alaska,Alaska,Hoonah-Angoon,1411.84474,743.6459358,453.5761231,1255.174007,7525,0.36,Rural,Trump,Alaska,HoonahAngoon Census Area,416.0,107.0,38122.0
77,0500000US02110,32255.0,27318.0,20124.0,350.0,3614.0,2101.0,476.0,653.0,4937.0,Juneau City and Borough, Alaska,Alaska,Juneau,16436.90853,9253.246898,6110.863835,16116.43526,2702,11.93,Rural,Trump,Alaska,Juneau Borough,2524.0,723.0,69844.0
78,0500000US02122,58799.0,52811.0,46382.0,386.0,4228.0,809.0,182.0,824.0,5988.0,Kenai Peninsula Borough, Alaska,Alaska,Kenai Peninsula,28840.62717,7726.077223,17148.85739,25995.41754,16075,3.67,Rural,Trump,Alaska,Kenai Peninsula Borough,5798.0,1847.0,57347.0
79,0500000US02130,13948.0,12246.0,8430.0,103.0,2334.0,1129.0,26.0,224.0,1702.0,Ketchikan Gateway Borough, Alaska,Alaska,Ketchikan Gateway,6267.15017,2262.78421,3266.635409,5905.592707,4858,2.87,Rural,Trump,Alaska,Ketchikan Gateway Borough,1335.0,459.0,58073.0
80,0500000US02150,13101.0,11794.0,6570.0,90.0,1826.0,2803.0,117.0,388.0,1307.0,Kodiak Island Borough, Alaska,Alaska,Kodiak Island,5764.475667,2080.503695,3061.934499,5369.370069,6550,1.96,Rural,Trump,Alaska,Kodiak Island Borough,1116.0,382.0,59847.0
81,0500000US02158,8368.0,8176.0,173.0,16.0,7946.0,23.0,0.0,18.0,192.0,Kusilvak Census Area, Alaska,Alaska,Kusilvak,2018.481387,1715.490873,389.3835707,2228.141959,17081,0.49,Rural,Trump,Alaska,Kusilvak,307.0,102.0,42752.0
82,0500000US02164,1476.0,1309.0,303.0,2.0,994.0,9.0,1.0,0.0,167.0,Lake and Peninsula Borough, Alaska,Alaska,Lake and Peninsula,496.3026353,211.5105113,143.0527462,371.9037847,23652,0.06,Rural,Trump,Alaska,Lake and Peninsula Borough,287.0,117.0,39794.0
83,0500000US02170,107081.0,94782.0,83035.0,1121.0,6844.0,1559.0,506.0,1717.0,12299.0,MatanuskaSusitna Borough, Alaska,Alaska,Matanuska-Susitna,44911.8762,9327.004548,27325.91852,38343.15653,24608,4.33,Outlying,Trump,Alaska,MatanuskaSusitna Borough,9618.0,3565.0,68670.0
84,0500000US02180,10046.0,9205.0,1422.0,55.0,7556.0,111.0,5.0,56.0,841.0,Nome Census Area, Alaska,Alaska,Nome,3242.820912,2264.899663,1095.360112,3558.533046,22962,0.44,Rural,Trump,Alaska,Nome Census Area,2295.0,989.0,43147.0
85,0500000US02185,11031.0,10072.0,3082.0,162.0,5748.0,641.0,321.0,118.0,959.0,North Slope Borough, Alaska,Alaska,North Slope,2302.501355,1406.87491,735.4088751,2232.977899,88695,0.12,Rural,Trump,Alaska,North Slope Borough,1074.0,294.0,68744.0
86,0500000US02188,7793.0,7331.0,700.0,72.0,6469.0,55.0,12.0,23.0,462.0,Northwest Arctic Borough, Alaska,Alaska,Northwest Arctic,2148.834688,1310.12509,611.5911249,2002.022101,35573,0.22,Rural,Trump,Alaska,Northwest Arctic Borough,1494.0,572.0,49466.0
87,0500000US02195,3398.0,2962.0,2470.0,49.0,247.0,123.0,12.0,61.0,436.0,Petersburg Borough, Alaska,Alaska,Petersburg,1706.007455,776.0660176,867.4595486,1729.880554,3282,1.17,Rural,Trump,Alaska,Petersburg Census Area,406.0,135.0,52294.0
88,0500000US02198,5753.0,5095.0,2403.0,22.0,2584.0,27.0,30.0,29.0,658.0,Prince of WalesHyder Census Area, Alaska,Alaska,Prince of Wales-Hyder,2830.673904,1298.248629,1045.10163,2482.062762,3923,1.09,Rural,Trump,Alaska,Prince of WalesHyder Census Area,957.0,334.0,40756.0
89,0500000US02220,8458.0,7261.0,5174.0,37.0,1248.0,573.0,14.0,215.0,1197.0,Sitka City and Borough, Alaska,Alaska,Sitka,4427.915868,2340.002643,1830.694119,4415.265365,2870,2.95,Rural,Trump,Alaska,Sitka Borough,800.0,244.0,58000.0
90,0500000US02230,1240.0,1160.0,1070.0,10.0,32.0,39.0,0.0,9.0,80.0,Skagway Municipality, Alaska,Alaska,Skagway,828.9150644,355.4085811,187.4419634,613.0453894,452,2.86,Rural,Trump,Alaska,Skagway Municipality,40.0,11.0,58550.0
91,0500000US02240,6808.0,6216.0,5085.0,74.0,817.0,87.0,16.0,137.0,592.0,Southeast Fairbanks Census Area, Alaska,Alaska,Southeast Fairbanks,3406.365158,680.4629218,2250.312749,3089.24321,24769,0.27,Rural,Trump,Alaska,Southeast Fairbanks Census Area,938.0,393.0,54508.0
92,akcombined,9719.0,8677.0,6518.0,57.0,1332.0,546.0,72.0,152.0,1042.0,Valdez Cordova, Alaska,Alaska,Valdez-Cordova,4449.253456,1575.330231,2523.305413,4343.914388,34240,0.28,Rural,Trump,Alaska,ValdezCordova Census Area,858.0,262.0,60297.0
93,0500000US02275,2127.0,1789.0,1352.0,0.0,380.0,25.0,2.0,30.0,338.0,Wrangell City and Borough, Alaska,Alaska,Wrangell,1124.152497,362.6311787,738.6862877,1143.064441,2541,0.83,Rural,Trump,Alaska,Wade Hampton Census Area,2530.0,1403.0,30883.0
94,0500000US02282,662.0,544.0,249.0,4.0,255.0,32.0,1.0,3.0,118.0,Yakutat City and Borough, Alaska,Alaska,Yakutat,343.0859077,171.1174232,122.2830379,305.2915884,7649,0.09,Rural,Trump,Alaska,Yakutat Borough,97.0,40.0,49331.0
95,0500000US02290,5343.0,5008.0,1130.0,7.0,3832.0,8.0,3.0,28.0,335.0,YukonKoyukuk Census Area, Alaska,Alaska,Yukon-Koyukuk,2676.39738,1471.450436,813.0623733,2388.997632,145505,0.04,Rural,Trump,Alaska,YukonKoyukuk Census Area,1512.0,541.0,35177.0
96,0500000US04001,66021.0,63631.0,14873.0,185.0,47016.0,312.0,20.0,1225.0,2390.0,Apache County, Arizona,Arizona,Apache County,18659.0,16833.0,8198.0,25465.0,11198,6.0,Rural,Clinton,Arizona,Apache County,24394.0,9358.0,30651.0
97,0500000US04003,125447.0,103904.0,81733.0,4783.0,1510.0,2712.0,488.0,12678.0,21543.0,Cochise County, Arizona,Arizona,Cochise County,43147.0,16223.0,26742.0,43776.0,6166,21.0,Central,Trump,Arizona,Cochise County,22199.0,8010.0,43677.0
98,0500000US04005,145101.0,132138.0,83360.0,1961.0,36225.0,2674.0,262.0,7656.0,12963.0,Coconino County, Arizona,Arizona,Coconino County,44929.0,26316.0,19368.0,46746.0,18619,7.0,Central,Clinton,Arizona,Coconino County,30121.0,8820.0,43051.0
99,0500000US04007,53272.0,48680.0,35904.0,282.0,8928.0,445.0,48.0,3073.0,4592.0,Gila County, Arizona,Arizona,Gila County,21398.0,6650.0,11525.0,18477.0,4758,11.0,Central,Trump,Arizona,Gila County,10403.0,3756.0,37430.0
100,0500000US04009,38533.0,34407.0,25043.0,537.0,5390.0,192.0,20.0,3225.0,4126.0,Graham County, Arizona,Arizona,Graham County,11939.0,3608.0,8076.0,11854.0,4623,8.0,Central,Trump,Arizona,Graham County,7185.0,2716.0,39299.0
